Check SMILES for genmols_S1_init.csv:

RNN_0000260, CCOCC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0423540, SC1=NC2CCCCOC2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0423625, c1ncn(CCC2CCCCC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0423678, Cn1ccc2cc3cccnc3nc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0423850, COc1c(Br)c(Br)cc(Br)c1Oc1cc(Cl)ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0423857, CCn1cc(N)c2ccccc2c1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0423893, CCc1ccccc1C(C(=O)Nc1cccc(-c2ccc3nc(Nc4ccc(N5CCC(O)(C(=O)N6CCOCC6)CC5)cc4OCC(F)(F)F)nn3c2)c1)OCCNC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424089, COn1cc([S+](C)(C)C)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424121, NCCN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424129, C#Cc1ccc(C(=O)NCCO)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424200, CC(C)CC(C(N)=O)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424221, CC(c1cccnc1)c1nccn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424259, Cc1ccc(C(=N)NO)cc1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424275, COCC1CN(C(N)=O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424305, N#Cc1ccc(C2CC(O)CN2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424310, N#CCc1ccccc1Cn1ccnc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424338, CN1CC2CC1CC2CF, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424464, NCC(CS)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424471, CC(NCC(O)C(Cc1ccccn1)NC(=O)OCc1ccccc1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CCCC5)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424491, CCNCC1(C)COC(OC)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424538, CC1CN(CCO)CCO1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424575, CC(N)C(O)c1ccc(Cl)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424605, CC(C)C1NC(CO)C(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424746, CC(C)CNc1nc(C)cnc1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0424921, CCCCOC(=O)C(N)CC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425094, COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cn4c(-c5ccc(C(=O)NCC(F)(F)F)cc5)cnc4c(NCC(C)(C)OC)n3)c(OC)cc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425108, COc1cc(C(=O)N2CC=C(c3cccc(CNC(=O)c4ccc(F)cc4)c3)CC2)ccc1Nc1cc2cc(-c3cnn(CC(OC(C)(C)O)(CO)CCF)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425176, COC1=CC2C3CCC(C3)C2C=C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425538, c1ccc(-c2ccc3ncnn3c2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425578, Oc1cccc(CCC2CO2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425626, Nc1ccnn1C1CCN(CCO)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425632, CCSC(N)=Nc1ccccc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425777, CCc1ccc(C(=O)NCCF)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425836, CC(c1ccon1)N(C)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0425845, COc1cccc(CC(N)=O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426005, O=C(NC1=NCCS1)C1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426017, CCOc1cc(C(N)=O)n(C)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426076, CCN(CC(N)=O)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426109, N=C(NC(=N)NC(=O)c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)C(N)c5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)C(Cc1ccccc1)C(O)C(O)C(O)CCSCCN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426148, CN1CCCC1C1CCNCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426160, CC(CC(N)=O)C1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426338, CC(O)(C(=O)Nc1cc(C(F)(F)F)ccc1Nc1ncnc2cc(N3CCN(C)CC3)ccc12)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426372, CCc1cccc(CC)c1NC(=O)c1cc(-c2nc(NCC3CCOCC3)ncc2Br)nn1-c1cc(NCCC(F)(F)F)c2ncc(-c3ccc(C(=O)NC4CC4)c(C)c3)n2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426445, CN1CCN=C1c1ccc2c[nH]cc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426516, COCC1CN(C)CCN1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426526, CC(C(=O)N(C)N)C1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426529, CSCCC(NC(=O)c1ccc(Nc2nc3ccc(-c4ccc(C(=O)NC5CC5)cc4)cn3n2)c(OC(C)C)c1F)C(O)OCC1c2ccccc2-c2ccccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0426656, CC(C)CC(CN)CC(=O)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427021, Cc1cc(-c2ccc3[nH]ncc3c2)ccc1Nc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(N)=O)cc2Cl)c1-c1ccc(-n2cccc2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427029, CC(c1ccc(Oc2ccc(-c3nc(Nc4ccc(N5CCC(O)C5)cc4OCC(F)(F)F)nc(N4CCC5(CC5)CC4)c3nc2O)CC(C)C)cc1)C(c1ccccc1)c1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427064, CC(C)Nc1nccc2[nH]ccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427104, CC(Cc1ccc(Oc2ccc(NC(=O)Cc3ccc(F)c(F)c3)cc2)cc1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCCO)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427119, C=C(C#CCO)CCN1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427264, CCN1CCCC(C(=O)N2CCC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427494, Cc1cc(C(=O)NCC)ccc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427551, CCn1c(CCN)cnc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427808, CC(C)c1cccc(S(N)(=O)=O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427858, CCc1cccnc1NCCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427895, CC(Nc1ccc(Br)cc1NC(=O)c1cccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OCC(F)(F)F)nn3c2)c1)Cc1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427914, CN1N=C(C(F)(F)F)CC1(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0427929, CN1C2CCC1CC(O)CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428039, COc1ccc2c(c1)C(C)SS2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428043, C=C(c1cc(NCCC(F)(F)F)nc(NCCC(F)(F)F)n1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OC)n(C4CCN(C)CC4)c3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428081, c1ccc(-c2nnc3n2CCC3)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428167, C1=CN2CCCC3=CC=CC(C)C3C2=C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428336, O=C(NCc1ccccc1)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428408, CCOC(=O)CCN1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428457, CN1C(N)=NCC1CC1CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428467, COc1cc2c(cc1OC)CCNC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428483, COc1cc(N2CCC(C(=O)N3CCC(NC(=O)CN4CCCC4)C3)CC2)ccc1Nc1nc(NCc2ccc(F)cc2)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428506, NCCNc1ccc(Cl)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428522, CC1CC(O)C(O)C(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428749, NCCN1C(=O)c2ccccc2C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428901, CC1(C)CC(NC(N)=O)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428905, C=C=CCCC(O)C(O)CCCC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428938, CON, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0428996, NCC1CCCC(C2=NCCO2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429021, COc1ccc(C(CO)C(C)C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429158, CNC(=O)c1ccc2cncc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429185, CCc1cc2c(nc1NC)CCCC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429400, O=C(NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NC1CC1)c1ccc(-c2ccc(Nc3cc4cc(-c5cnn(CC(O)CO)c5)ccc4cn3)c(Cl)c2)c(F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429683, CSC1CCCC2=CCCCC21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429739, Cc1cc(S(C)(=O)=O)cn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429773, COCC12COCC1CN(C)CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429869, N=C(N)NCCCNC(=O)Cc1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCCCC(=O)NCCC(F)(F)F)cc4OCC(F)(F)F)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429903, O=C1CC(C(=O)NC2CCOCC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0429960, NCC1CC2CCC(C1)N2CCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430040, CCc1cccc(C(N)=O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430115, CN(C)CC1CC1(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430180, CCc1ccc2c(CC)cnn2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430258, CCn1ncc2c1CCCN(C)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430407, CC(C)(O)OC(=O)NC(C)(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430692, CC(c1ccccc1)N1CCOC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430814, O=S(O)C1=Cc2ccccc2CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430923, Fc1cccc(C2CCCN2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0430974, COC1(C)CCN(CCO)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431279, c1ncc(OCC2CCN2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431336, CC(C)Nc1ncccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431361, CCN(CC)c1cc(C)c(C#N)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431362, COc1cccc(-c2cncn2C)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431446, C=C(CO)c1ccc(C)cc1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431527, COc1cc(-c2nnnn2CC(C)(C)OC)ccc1COc1cc(C(=O)NCCF)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431648, COc1cc(C(=O)N(C)C)ccc1Cc1cc(-c2ccc(N3CC(C)(O)CC3)cc2OC)ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431653, CN=C(S)CCc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431661, CCCCC(O)CN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431828, NCC1(CO)CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431866, Cc1cn(C2CC(N)C2)c(=O)[nH]c1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431885, CC(C)(N)C(=O)NCC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431919, CCCCc1ccc(NC(C)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0431995, CCc1cccc2c1CNC(C)(C)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432014, COc1cc2c(cc1Nc1nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n1)CCc1cccc(c1)Oc1ccc(NC(=O)Cc3ccc(F)cc3)cc1-2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432127, CCCc1cccc(C(C)CC)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432245, NCCON=C=C(N)S, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432400, CC(C)CNc1nc(C2CC2)nn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432408, CC1=NC(C)(C)CN(C)C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432534, CNC(=O)c1csnn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432566, CC1(O)CC(C(N)=O)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432643, COCC1CNC(C(F)(F)F)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432784, COCC1CNC(C)CN1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432814, O=C(Nc1ccc(-c2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432816, CCC1(CC(N)=O)CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432818, NCCNc1ccn2ncnc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432831, CC1CCc2ccc(C(=N)NO)cc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432844, c1ccc(C2NCC2)c(F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432906, N#CC(C(F)(F)F)c1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0432936, CCc1cccc(CC)c1NC(=O)c1cc(-c2nc(N3CCN(CC)CC3)c3c(-c4ccc(OC)cc4)cnc3c(NCCC(F)(F)F)n2)ccc1C(O)c1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433102, COc1cc(-c2cnn(C)c2)ccc1Cc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCCO)cc2)c1-c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433123, O=C(NCCO)C1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433164, CCc1ccccc1CC(N)C(=O)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433205, CSC(=O)C(C)(O)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433568, CCNC(=O)c1ccn(CCN)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433637, N#CC(c1ccccn1)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433792, C=C(c1cc(F)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1)C(C)(C)CNc1nc(Cl)ccc1Nc1nc2ccc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433838, Cc1ccc(C)c2c1CCN(C)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433877, CC(CCc1ccccc1)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0433975, CN(C)C1Cc2cccc3cccc1c23, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434012, C=C(c1cc(NCc2ccc(C=NC3=NCCN3)cc2)ccc1C)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(F)(F)F)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434126, COc1cc(N2CCC(n3cncc3CO)CC2)ccc1Cc1cc(-c2ccc(C)nc2)cnc1Nc1ccc2c(NCCOC)nc(Nc3ccc(C(=O)NC4CC4)cc3)n2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434136, Cc1oc2cc(N3CCN(S(C)(=O)=O)CC3)ccc2c1C(=O)c1cc(NC(=O)c2ccccc2)ccc1Nc1nc2ccc(-c3ccc(C(=O)NC4CC4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434160, CN1CCC(C(=O)N2CCC2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434220, CC(C)CN(C(C)C)S(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434259, CCOC1Oc2ccccc2NC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434406, C=C(c1cccc(O)c1)c1cccnc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434648, CC(c1ccccn1)N1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434690, Cc1cccc(N2C(=O)C=CC2=O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434697, CN1CC=CC(O)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434738, COC1C(OC(N)=O)CCC1(C)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434796, CNC1CCCc2ccccc2S1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434807, CCCC1(CCO)COC(C)(C)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434828, C#CC1(F)CN(CCN)CC1(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434937, COc1cc(N2CCCCC2)ccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0434976, CC1=C(CO)C(C)(C)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435043, COCc1cc(C(=O)NC)ccc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435077, Sc1nnc(C2=CCCNC2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435135, O=C1CC2(CCOC2)CO1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435226, C=C(CC)Cc1ccc(C(N)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435313, CC(C)(NCC(O)C(Cc1ccc(F)cc1)NC(=O)c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)C(C)(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435365, C=CCC(COC)OC(=O)C(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435388, COc1cc(N2CCC(CC(=O)N3CCn4ccnc4C3)CC2)ccc1Nc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(C)c1Cc1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435427, CCN1CC2(C)CCCC(C1)N2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435484, COc1cc(C(=O)N(C)C)ccc1Nc1cc2nc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NC3CC3)cc2)c1Nc1cccc(F)c1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435507, O=CNC1=NCCN1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435534, C=C=CC(C)(O)CF, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435536, O=C(NS(=O)(=O)c1ccc(-c2ccc3nc(Nc4ccc(C(O)CO)cc4OCCN(CCO)CCOCCOCCOCCOCCO)nn3c2)cc1)C(CO)c1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435613, NC(=NO)C1CCCCN1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435615, COCCC(=O)NCC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435627, COC(N)=C(C#N)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0435645, O=CN1CC(O)CNC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436043, CCCNCc1ccc2ccccc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436095, CC(C(=O)Nc1cccc2[nH]ncc12)N1Cc2ccccc2CC1C(=O)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436193, COc1cc(C(=O)N(C)CC(C)(C)O)ccc1Nc1nc(Oc2ccc(C)cc2C)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436333, CC(NC1CCCC1)C1CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436344, CCC(O)C(O)C(O)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436380, c1ccc(C2Cc3cncn3C2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436383, CN(C)CC(=O)N1CC2(C)CCC1C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436394, COc1cc(N2CCN(C(=O)N3CCN(c4ccccc4)CC3)CC2)ccc1Nc1cc(NCCC(F)(F)C(F)(F)F)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436470, COC1C(OC2C(O)OC(CO)C(O)C2O)Oc2ccc(NC(=O)Cc3ccc(F)cc3)c(F)c2NC(=O)c2cccc(c2)C(=O)NC(C)C(O)c2ccc3c(NCC4(C)CCOC4)c(OC)ccc3c2OC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436506, CC1CCCC(NC(=O)N(C)C)C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436522, N[S+]1ccc2cccn2c1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436540, C[S+](C)CC(=O)N(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436675, CCN(CC)C(=NC(=S)NC(=O)c1ccc2c(c1)OCC(O)(CO)C(O)C(O)C(O)C(O)C(=O)NC(C)(C)CO)c1ccc(-c3ccc(C(=O)NC4CC4)cc3)cc1C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436786, Cn1nccc1CC(N)(CO)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436854, CCC(N)C1CCCCN1C(C)(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436920, CC(O)(COc1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OCC(F)(F)F)nn3c2)cc1)c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0436966, CCN(C)C(=O)c1ccc2c(-c3ccc(C)c(S(N)(=O)=O)c3)cncc2c1Nc1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437037, NC(N)=NCCCCc1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437078, CN1C2Cc3ccccc3CC1CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437080, c1ccc2c(c1)CN(CC1CC1)CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437168, CCNc1nc(-c2ccoc2)nn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437203, CN1CCC(F)(O)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
